Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F,Gender_M
5,3,194.0,7,10,5700.0,0,0,0,0,1,1,0,0,0,0,1,1,0
4,3,185.0,10,7,4818.0,1,0,0,0,0,1,0,0,1,0,0,1,0
3,3,121.0,2,10,5130.0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,1,203.0,3,3,4137.0,0,0,1,0,0,1,0,0,0,0,1,1,0
2,5,134.0,10,8,5472.0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,3,263.0,3,9,5665.0,0,0,0,1,0,1,0,0,0,0,1,1,0
5,1,279.0,8,6,5888.0,0,0,0,0,1,1,0,0,0,1,0,1,0
4,5,222.0,3,5,5584.0,1,0,0,0,0,1,0,0,0,1,0,1,0
4,1,233.0,2,9,4799.0,0,1,0,0,0,1,0,0,0,1,0,0,1
4,4,271.0,3,3,4152.0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,4,118.0,4,6,5964.0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,4,183.0,2,5,4261.0,0,0,0,1,0,1,0,0,0,1,0,0,1
3,4,217.0,3,5,4077.0,0,0,0,0,1,1,0,0,0,1,0,1,0
3,5,245.0,10,8,4909.0,1,0,0,0,0,1,0,0,0,0,1,0,1
3,4,143.0,4,5,5545.0,0,1,0,0,0,1,0,0,0,0,1,0,1
3,3,149.0,3,3,4189.0,0,0,1,0,0,1,0,0,0,0,1,1,0
4,5,275.0,6,10,1400.0,0,0,0,0,1,1,0,0,0,0,1,0,1
4,5,168.0,4,4,4776.0,0,0,0,1,0,1,0,0,0,0,1,1,0
4,1,102.0,3,3,4179.0,0,0,0,0,1,1,0,0,0,0,1,0,1
3,2,169.0,2,10,4038.0,1,0,0,0,0,1,0,0,0,0,1,1,0
6,5,163.0,4,3,5118.0,0,1,0,0,0,0,0,1,1,0,0,0,1
2,3,154.0,3,3,4478.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,3,271.0,2,8,4444.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,4,182.0,3,2,5281.0,0,0,0,1,0,0,0,1,0,0,1,1,0
4,5,173.0,3,7,4410.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,5,244.0,2,10,5794.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,5,214.0,2,3,5546.0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,2,210.0,2,3,5876.0,0,0,1,0,0,0,0,1,1,0,0,1,0
5,1,194.0,7,8,4770.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,3,185.0,10,1,4973.0,0,0,0,1,0,0,0,1,1,0,0,0,1
3,1,121.0,2,2,5210.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,4,203.0,3,1,5543.0,1,0,0,0,0,0,0,1,0,0,1,0,1
2,3,134.0,10,1,5632.0,0,1,0,0,0,0,0,1,1,0,0,1,0
3,2,263.0,3,8,5447.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,2,279.0,8,5,4785.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,2,222.0,3,3,5130.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,2,233.0,2,5,4668.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,2,271.0,3,9,4085.0,1,0,0,0,0,0,0,1,0,1,0,0,1
3,5,118.0,4,10,5699.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,4,183.0,2,3,4179.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,4,217.0,3,5,4883.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,4,245.0,10,1,5363.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,2,143.0,4,7,4486.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,2,149.0,3,7,4049.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,2,275.0,6,9,1890.0,0,1,0,0,0,0,0,1,0,0,1,0,1
7,4,282.0,5,5,1149.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,1,276.0,2,3,1966.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,5,244.0,3,6,1360.0,0,0,0,1,0,0,0,1,0,1,0,0,1
5,5,258.0,4,7,5478.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,257.0,3,5,5657.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,2,195.0,5,9,5178.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2,2,152.0,4,6,4606.0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,1,100.0,3,1,5776.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,1,248.0,2,4,5783.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,5,274.0,2,2,4492.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,3,203.0,2,1,5244.0,1,0,0,0,0,0,0,1,0,1,0,0,1
6,5,194.0,5,8,4777.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,3,142.0,3,7,4439.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,5,208.0,5,7,5833.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,5,237.0,2,6,5954.0,0,0,0,1,0,0,0,1,0,0,1,1,0
3,1,210.0,2,9,4580.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,3,158.0,2,10,4061.0,1,0,0,0,0,0,0,1,0,1,0,0,1
3,3,148.0,3,1,5700.0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,2,146.0,3,4,5846.0,0,0,1,0,0,0,0,1,1,0,0,1,0
3,3,155.0,3,3,5768.0,0,0,0,0,1,0,0,1,0,1,0,1,0
2,5,233.0,3,10,5211.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,4,165.0,2,8,4280.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,3,227.0,3,10,5491.0,1,0,0,0,0,0,0,1,0,0,1,1,0
5,3,197.0,4,6,4184.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,1,134.0,3,2,4983.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,2,134.0,2,9,5045.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,5,194.0,2,3,4724.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,4,172.0,3,4,4337.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,1,205.0,2,2,5322.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,1,191.0,5,9,5196.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,3,225.0,4,10,5690.0,0,0,1,0,0,0,0,1,0,1,0,0,1
5,5,152.0,6,2,4915.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,3,249.0,3,10,5001.0,0,0,0,1,0,0,0,1,0,0,1,0,1
5,5,136.0,3,4,4218.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,5,146.0,5,7,4538.0,1,0,0,0,0,0,0,1,1,0,0,1,0
5,2,259.0,2,1,4607.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,2,159.0,3,4,5577.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,1,162.0,3,5,4064.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,4,205.0,4,6,5064.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,5,155.0,3,6,4109.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,5,171.0,4,4,4151.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,1,244.0,3,1,5695.0,0,1,0,0,0,0,0,1,0,0,1,1,0
5,5,135.0,3,2,5849.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,2,147.0,3,5,5174.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,2,245.0,2,4,4514.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,4,266.0,6,5,5481.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,5,165.0,3,3,5409.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,3,226.0,3,1,5433.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,4,185.0,3,1,4925.0,0,0,1,0,0,0,0,1,0,0,1,1,0
5,3,267.0,3,9,5258.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,3,169.0,3,9,4289.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,1,191.0,3,6,5335.0,0,0,0,0,1,0,0,1,1,0,0,1,0
3,1,187.0,3,2,5154.0,1,0,0,0,0,0,0,1,0,0,1,0,1
3,2,265.0,6,9,5936.0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,2,243.0,3,8,4093.0,0,0,1,0,0,0,0,1,0,0,1,1,0
6,3,166.0,3,2,5559.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,3,249.0,2,3,4440.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,1,271.0,2,1,4866.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,3,272.0,2,5,4681.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,3,226.0,2,8,4526.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,3,250.0,5,8,5762.0,0,0,1,0,0,0,0,1,0,0,1,0,1
2,5,135.0,6,9,5777.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,4,274.0,3,3,4202.0,0,0,0,1,0,0,0,1,1,0,0,1,0
4,4,184.0,3,2,4124.0,0,0,0,0,1,0,0,1,0,0,1,1,0
2,1,139.0,2,2,4520.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,3,198.0,2,8,4620.0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,2,168.0,2,1,5154.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,4,245.0,4,4,5203.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,1,251.0,3,4,4374.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,1,153.0,2,9,4359.0,0,0,0,0,1,0,1,0,0,0,1,0,1
5,1,142.0,4,2,4735.0,1,0,0,0,0,0,1,0,0,0,1,1,0
4,5,148.0,3,5,4913.0,0,1,0,0,0,0,1,0,0,1,0,0,1
4,2,273.0,5,1,5012.0,0,0,1,0,0,0,1,0,0,1,0,1,0
3,1,180.0,6,5,4802.0,0,0,0,0,1,0,1,0,0,1,0,0,1
3,3,158.0,3,2,5205.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,3,240.0,2,2,5588.0,0,0,0,0,1,0,1,0,0,0,1,1,0
4,1,174.0,3,7,4813.0,1,0,0,0,0,0,1,0,0,1,0,0,1
4,2,186.0,3,6,4524.0,0,1,0,0,0,0,1,0,0,1,0,0,1
5,5,174.0,3,9,5969.0,0,0,1,0,0,0,1,0,1,0,0,1,0
4,1,260.0,4,10,4072.0,0,0,0,0,1,0,1,0,0,1,0,0,1
4,3,258.0,2,2,4308.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,2,262.0,2,3,4090.0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,2,197.0,3,4,5800.0,1,0,0,0,0,0,1,0,0,1,0,0,1
4,1,238.0,3,4,5449.0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,3,168.0,2,9,4608.0,0,0,1,0,0,0,1,0,0,1,0,1,0
4,3,266.0,3,9,5621.0,0,0,0,0,1,0,1,0,0,1,0,0,1
4,4,251.0,3,5,5460.0,0,0,0,1,0,0,1,0,1,0,0,1,0
3,5,272.0,2,3,5638.0,0,0,0,0,1,0,1,0,0,1,0,0,1
5,3,203.0,2,4,4311.0,1,0,0,0,0,0,1,0,0,0,1,0,1
5,5,168.0,3,6,4096.0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,1,138.0,3,7,5534.0,0,0,1,0,0,1,0,0,0,0,1,1,0
3,1,129.0,3,9,5296.0,0,0,0,0,1,1,0,0,0,0,1,0,1
4,4,178.0,6,9,5279.0,0,0,0,1,0,1,0,0,0,1,0,1,0
5,1,211.0,2,1,5913.0,0,0,0,0,1,1,0,0,0,0,1,0,1
3,5,169.0,3,5,5750.0,1,0,0,0,0,1,0,0,1,0,0,1,0
3,2,267.0,3,8,5922.0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,4,183.0,3,1,5959.0,0,0,1,0,0,1,0,0,0,1,0,1,0
3,1,194.0,2,8,4335.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,3,151.0,2,8,4749.0,0,0,0,1,0,1,0,0,0,1,0,0,1
6,3,225.0,4,5,4184.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,2,184.0,4,6,4155.0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,2,269.0,2,1,4978.0,0,1,0,0,0,1,0,0,0,0,1,1,0
3,2,274.0,2,5,5161.0,0,0,1,0,0,1,0,0,0,0,1,0,1
5,4,142.0,2,7,5341.0,0,0,0,0,1,1,0,0,1,0,0,0,1
4,1,140.0,4,6,5067.0,0,0,0,1,0,1,0,0,0,1,0,0,1
4,1,219.0,5,5,5253.0,0,0,0,0,1,1,0,0,0,0,1,0,1
2,3,237.0,3,2,5331.0,1,0,0,0,0,1,0,0,0,0,1,0,1
3,5,140.0,5,7,4370.0,0,1,0,0,0,1,0,0,0,1,0,0,1
5,5,105.0,5,10,5418.0,0,0,1,0,0,1,0,0,0,1,0,1,0
3,1,192.0,2,6,4056.0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,4,154.0,3,2,4990.0,0,0,0,1,0,1,0,0,0,1,0,1,0
5,5,165.0,2,3,4005.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,1,197.0,4,2,5594.0,1,0,0,0,0,0,0,1,0,1,0,1,0
3,5,274.0,3,3,5156.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,5,193.0,3,10,5991.0,0,0,1,0,0,0,0,1,1,0,0,1,0
3,1,252.0,4,4,4303.0,0,0,0,0,1,0,0,1,1,0,0,0,1
4,5,224.0,2,6,4994.0,0,0,0,1,0,0,0,1,0,1,0,0,1
5,2,230.0,4,4,4782.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,2,174.0,3,10,4318.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,2,226.0,3,3,4940.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,1,245.0,3,9,5690.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,1,206.0,5,2,5766.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,241.0,3,2,4976.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,4,148.0,4,1,4249.0,0,0,0,0,1,0,0,1,1,0,0,1,0
5,2,181.0,3,7,5875.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,3,146.0,3,8,5673.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,3,115.0,6,6,5636.0,0,0,1,0,0,0,0,1,1,0,0,1,0
4,5,201.0,3,10,4530.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,5,273.0,4,1,5225.0,0,0,0,1,0,0,0,1,0,1,0,0,1
5,5,228.0,5,6,4506.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,5,185.0,3,2,4336.0,1,0,0,0,0,0,0,1,0,1,0,1,0
6,1,170.0,3,10,4858.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,4,156.0,2,7,5017.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,4,159.0,3,3,5545.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,4,263.0,2,8,4914.0,0,0,0,1,0,0,0,1,1,0,0,1,0
3,5,159.0,3,1,4314.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,2,241.0,3,10,4244.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,1,167.0,3,3,4267.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,5,231.0,3,4,5089.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,2,233.0,2,5,4817.0,0,0,0,0,1,0,0,1,0,1,0,1,0
6,4,256.0,4,2,5021.0,0,0,0,1,0,0,0,1,1,0,0,0,1
3,1,205.0,4,3,4426.0,0,0,0,0,1,0,0,1,1,0,0,1,0
2,2,180.0,2,1,4407.0,1,0,0,0,0,0,0,1,1,0,0,0,1
2,3,187.0,2,10,5957.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,4,250.0,2,1,4922.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,4,273.0,2,9,5151.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,5,224.0,2,10,4445.0,0,0,0,1,0,0,0,1,0,1,0,1,0
3,2,195.0,2,8,4365.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,2,148.0,2,9,4334.0,1,0,0,0,0,0,0,1,0,1,0,0,1
3,4,181.0,2,4,4629.0,0,1,0,0,0,0,0,1,0,0,1,1,0
5,1,111.0,4,2,5978.0,0,0,1,0,0,0,0,1,1,0,0,1,0
3,2,181.0,3,9,4163.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,2,108.0,4,5,4787.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,5,188.0,5,1,5999.0,0,0,0,0,1,0,0,1,0,1,0,1,0
6,3,231.0,4,7,4553.0,1,0,0,0,0,0,0,1,0,1,0,1,0
2,3,230.0,3,4,5127.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,3,197.0,2,7,5449.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,1,252.0,3,6,5101.0,0,0,0,0,1,0,0,1,1,0,0,1,0
6,4,237.0,5,2,5437.0,0,0,0,1,0,0,0,1,0,0,1,1,0
4,4,182.0,3,8,5453.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,4,241.0,3,6,4157.0,1,0,0,0,0,0,0,1,1,0,0,0,1
4,4,247.0,2,6,5833.0,0,1,0,0,0,0,0,1,0,0,1,1,0
5,2,156.0,4,8,5014.0,0,0,1,0,0,0,0,1,0,1,0,0,1
5,4,189.0,3,7,4741.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,1,240.0,4,9,4471.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,1,196.0,3,8,4516.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,157.0,3,7,5100.0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,2,203.0,4,10,5764.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,5,156.0,8,9,4733.0,0,0,1,0,0,0,0,1,0,0,1,1,0
3,3,172.0,6,5,5366.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,2,204.0,2,1,4533.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,2,283.0,7,9,5252.0,0,0,0,0,1,0,0,1,1,0,0,1,0
4,4,257.0,10,4,4710.0,1,0,0,0,0,0,0,1,0,0,1,0,1
2,4,147.0,2,3,5136.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,2,229.0,3,6,5691.0,0,0,1,0,0,0,0,1,0,1,0,1,0
2,1,111.0,2,1,4296.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,3,231.0,2,8,5021.0,0,0,0,1,0,0,0,1,1,0,0,1,0
4,1,197.0,3,6,5032.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,1,157.0,2,5,5647.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,3,201.0,10,10,5281.0,0,1,0,0,0,0,0,1,1,0,0,0,1
4,3,247.0,10,10,5644.0,0,0,1,0,0,0,0,1,1,0,0,0,1
5,5,184.0,3,5,5045.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,2,144.0,10,3,5000.0,0,0,0,1,0,0,0,1,1,0,0,1,0
3,4,245.0,4,9,4139.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,3,163.0,3,5,5638.0,1,0,0,0,0,0,0,1,0,1,0,0,1
3,1,154.0,10,3,4524.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,2,245.0,2,8,5871.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,3,268.0,10,2,5626.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,1,180.0,3,1,5677.0,0,0,0,1,0,0,0,1,0,1,0,1,0
2,2,230.0,3,7,4889.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,1,197.0,2,2,5685.0,1,0,0,0,0,0,0,1,0,1,0,1,0
3,5,252.0,3,4,4248.0,0,1,0,0,0,0,0,1,1,0,0,1,0
6,4,237.0,5,10,5434.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,2,182.0,3,7,4710.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,1,241.0,3,8,5306.0,0,0,0,1,0,0,0,1,1,0,0,0,1
4,3,247.0,2,3,4862.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,4,156.0,4,1,5533.0,1,0,0,0,0,0,0,1,0,1,0,0,1
5,2,189.0,3,1,5965.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,1,240.0,4,7,5905.0,0,0,1,0,0,0,0,1,0,1,0,1,0
3,4,196.0,3,8,5204.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,3,157.0,3,9,5807.0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,1,203.0,4,4,4145.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,2,156.0,8,6,5637.0,1,0,0,0,0,0,0,1,0,0,1,0,1
3,4,172.0,6,1,4618.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,1,204.0,2,7,5795.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,3,283.0,7,1,4216.0,0,0,0,0,1,0,1,0,1,0,0,1,0
4,3,257.0,10,3,5881.0,0,0,0,1,0,0,1,0,0,0,1,1,0
2,5,147.0,2,8,5499.0,0,0,0,0,1,0,1,0,0,0,1,1,0
4,3,229.0,3,5,5225.0,1,0,0,0,0,0,1,0,0,1,0,0,1
2,5,111.0,2,4,4473.0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,4,231.0,2,6,4452.0,0,0,1,0,0,0,1,0,1,0,0,1,0
4,2,197.0,3,2,4113.0,0,0,0,0,1,0,1,0,0,1,0,0,1
4,4,157.0,2,8,5398.0,0,0,0,1,0,0,1,0,0,0,1,0,1
3,4,201.0,10,7,4699.0,0,0,0,0,1,0,1,0,1,0,0,1,0
4,3,247.0,10,10,5882.0,1,0,0,0,0,0,1,0,1,0,0,0,1
5,5,184.0,3,2,5800.0,0,1,0,0,0,0,1,0,0,1,0,1,0
3,4,144.0,10,8,4440.0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,4,245.0,4,4,5186.0,0,0,0,0,1,0,1,0,0,1,0,0,1
3,5,163.0,3,5,4570.0,0,0,0,1,0,0,1,0,0,1,0,0,1
3,3,154.0,10,1,5235.0,0,0,0,0,1,0,1,0,0,0,1,1,0
4,2,245.0,2,1,5978.0,1,0,0,0,0,0,1,0,0,1,0,0,1
3,2,268.0,10,9,4483.0,0,1,0,0,0,0,1,0,0,0,1,0,1
4,3,180.0,3,7,5718.0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,3,182.0,4,10,1690.0,0,0,0,0,1,0,1,0,0,1,0,0,1
4,2,164.0,2,7,1116.0,0,0,0,1,0,0,1,0,0,1,0,1,0
6,4,136.0,3,2,1187.0,0,0,0,0,1,0,1,0,0,1,0,0,1
6,2,290.0,5,8,1512.0,1,0,0,0,0,0,1,0,0,0,1,0,1
6,1,134.0,3,10,1278.0,0,1,0,0,0,1,0,0,0,0,1,0,1
4,1,215.0,3,2,5563.0,0,0,1,0,0,1,0,0,0,1,0,1,0
4,4,213.0,4,2,5857.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,2,132.0,3,4,4475.0,0,0,0,1,0,1,0,0,0,0,1,1,0
3,5,220.0,4,2,4313.0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,4,215.0,2,8,5683.0,1,0,0,0,0,1,0,0,0,1,0,1,0
6,5,212.0,2,5,4804.0,0,1,0,0,0,1,0,0,0,1,0,1,0
4,1,190.0,4,5,5570.0,0,0,1,0,0,1,0,0,0,0,1,1,0
5,2,171.0,3,3,4749.0,0,0,0,0,1,1,0,0,0,1,0,0,1
4,2,153.0,2,4,4069.0,0,0,0,1,0,1,0,0,0,0,1,1,0
3,1,164.0,3,2,5488.0,0,0,0,0,1,1,0,0,0,0,1,0,1
5,4,172.0,2,5,4554.0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,1,199.0,6,7,4805.0,0,1,0,0,0,1,0,0,0,0,1,1,0
3,2,163.0,3,6,4323.0,0,0,1,0,0,1,0,0,0,0,1,0,1
5,2,263.0,3,9,4699.0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,4,156.0,3,7,4636.0,0,0,0,1,0,1,0,0,0,0,1,0,1
4,3,206.0,4,1,4596.0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,4,224.0,2,8,4162.0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,3,221.0,2,5,4205.0,0,1,0,0,0,1,0,0,0,0,1,1,0
4,3,221.0,4,1,4865.0,0,0,1,0,0,1,0,0,0,1,0,1,0
2,3,263.0,3,10,4779.0,0,0,0,0,1,1,0,0,0,0,1,1,0
6,4,148.0,4,10,5088.0,0,0,0,1,0,1,0,0,0,1,0,1,0
3,3,232.0,3,9,5016.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,1,139.0,3,3,5847.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,3,185.0,4,6,4015.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,2,183.0,3,9,4282.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,1,245.0,2,2,4882.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,3,159.0,4,9,4214.0,0,0,0,1,0,0,0,1,0,0,1,0,1
5,2,249.0,3,6,5212.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,5,233.0,2,10,5865.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,5,226.0,2,2,5881.0,0,1,0,0,0,0,0,1,1,0,0,0,1
5,1,152.0,3,6,4735.0,0,0,1,0,0,0,0,1,0,0,1,1,0
2,4,143.0,6,1,5514.0,0,0,0,0,1,0,0,1,0,0,1,1,0
6,2,218.0,6,1,4558.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,4,209.0,3,2,4976.0,0,0,0,0,1,0,0,1,0,0,1,0,1
2,2,157.0,2,9,5875.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,3,218.0,2,6,4414.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,3,235.0,3,10,4172.0,0,0,1,0,0,0,0,1,1,0,0,1,0
5,5,253.0,2,2,4364.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,2,211.0,3,7,4145.0,0,0,0,1,0,0,0,1,1,0,0,0,1
4,2,265.0,4,3,4283.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,2,201.0,3,7,5967.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,5,216.0,3,1,5167.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2,5,176.0,3,4,5463.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,5,155.0,3,8,4924.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,4,266.0,2,2,4290.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,3,250.0,6,7,5115.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,2,205.0,4,6,5486.0,1,0,0,0,0,0,0,1,0,1,0,0,1
5,2,175.0,3,1,4019.0,0,1,0,0,0,0,0,1,0,1,0,0,1
